"k__Bacteria;__;__;__;__;__" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium" "k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella" "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides" "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides" "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella" "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella" "k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__" "k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus" "k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]" "k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium" "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella" "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila" "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;__" "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__" "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus" "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter" "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas" "k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia"
"k__Bacteria;__;__;__;__;__" 1 0.143600664283435 0.756121644195802 0.0389053951136099 0.00570288173976573 5.76793715869423e-32 3.6622234436705e-12 0.000874980709457742 0.14824470659207 0.316012113163797 0.0990679790700526 0.304340134974578 0.442397016725823 0.52164569042237 0.000191522046109485 0.574269802154112 2.15954999635612e-06 0.761975362740404 9.07773149340893e-10 0.564674834741276 0.000589676026814732 0.124988467300171 0.576103443973589 0.0724781851081958 0.0027135442066521 0.994776899104053 1.10459134510295e-16 1.36161972881251e-06 0.197752097979905 4.36114634292572e-09 0.00565883320001646 0.237558975632209 0.0426195930860441 0.026501310550187 0.338317696077252 3.0335441626905e-05 1.29270631456102e-06 0.0776177248667291 6.79708620156064e-06 0.280755843581619 4.36194967392023e-06 0.0134528345773018 3.73204079207556e-09 0.564803100219638 0.0323244913919036 0.627509605302071 0.758707650499793 0.595143632047897
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces" 0.143600664283435 1 0.122396504905605 0.0210338359151851 0.0111862333189927 2.11431027937998e-31 1.95481128032876e-12 0.0105988834523926 0.0424600634788601 0.564680713084241 0.695211077184387 0.0641129880741485 0.940009610352498 0.109219285812765 0.0847115475593765 0.464665617447002 7.45813944352059e-06 0.704203865287345 7.24419548454328e-09 0.376855745159049 0.00260895619689393 0.835473168585146 0.175902596243912 0.61596659550442 0.00107273667615788 0.65347514151983 1.59700434963742e-14 0.00520982668222249 0.879757443387685 1.15483962833736e-07 0.0040340068663646 0.803175886254106 0.0150937688614302 0.0140883509184653 0.0890633890162242 0.000255612151053759 4.86404700197818e-05 0.39345687660509 0.163322489696465 0.0835483048314611 1.86706118441979e-05 0.0365056972349287 2.19875444085308e-08 0.688091377327118 0.505156689973216 0.307974376246832 0.535924169869786 0.294545539138688
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia" 0.756121644195802 0.122396504905605 1 0.0367554705570446 0.026136781667048 4.48426805870104e-32 4.41986369761621e-12 0.000852272829993436 0.165762151598329 0.288472238492758 0.0883339529137066 0.359401049338488 0.391448292191644 0.93823496566263 0.00024525796235402 0.529606512540334 1.98988397920035e-06 0.733211951233633 8.84847406927687e-10 0.508741131780124 0.000626606937289804 0.12582863781955 0.663862400927367 0.0711405500654591 0.00325994883319325 0.989664811941214 1.44768076946162e-16 1.66942534643333e-06 0.178605062444935 3.07180207329886e-08 0.00587672121118958 0.22705472172001 0.0622219465890255 0.0430391215045062 0.693933196201874 2.59924462111889e-05 1.195381411745e-06 0.0975197947175758 9.78453346413577e-06 0.469738627322916 1.38906844219732e-05 0.138957448302325 3.27521270198899e-09 0.480637647994976 0.0272657702672355 0.385230032099046 0.687635521306291 0.622507231118172
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium" 0.0389053951136099 0.0210338359151851 0.0367554705570446 1 0.0489542607178835 2.49935528898296e-11 0.642889906331806 0.00425393119498615 0.101544401010174 0.0297013966258661 0.0274671027960034 0.0589814157166434 0.0279671699254437 0.0403794744840779 0.0133452346400389 0.0299823023548593 0.000463376257525992 0.0400081745190355 3.82207342620467e-06 0.03702472027791 0.00286165411400418 0.0152990179714195 0.0932207131893948 0.0217865977106121 0.231668133570222 0.0684651627643935 7.29733801159701e-09 0.00470024332441647 0.0373070325043948 0.428107279959105 0.758491838993882 0.030345551781636 0.151703031508715 0.107617992187332 0.0411270393118306 0.000567097075944489 0.000387497305417572 0.0353015347814558 0.0170703923164304 0.0415112030072957 0.119545419617914 0.0459884583615873 6.75162444689425e-07 0.0788258152856075 0.0217267609933497 0.0366421613651379 0.0369934613050375 0.0681218211944293
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella" 0.00570288173976573 0.0111862333189927 0.026136781667048 0.0489542607178835 1 1.13704784540115e-30 5.32317648935872e-11 0.000174124092808654 0.480020582916201 0.0208515243258275 0.00400710032464416 0.895624182326698 0.152450091252016 0.0120407057908284 3.93013299201428e-06 0.0678453533442935 4.73965764961392e-07 0.369157332529688 3.76261578430052e-10 0.0344490370329989 0.000146925290502865 0.0218202694348825 0.426210149195205 0.00657329837619448 0.0171247243058584 0.599366219432018 5.95603066258775e-18 1.73649678208667e-08 0.0185084455112387 8.05417130915862e-06 0.0140420688864075 0.0147568551366847 0.42400116100866 0.566062600787837 0.0255132924817509 4.02370065818045e-06 1.85620991318152e-07 0.000308216206558225 4.8915987805955e-08 0.166399027317193 0.0013779950809705 0.144273605657021 2.56439375814984e-09 0.500456673707598 0.00183795621456559 0.0341244037255779 0.244860838095019 0.673777572423789
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides" 5.76793715869423e-32 2.11431027937998e-31 4.48426805870104e-32 2.49935528898296e-11 1.13704784540115e-30 1 1.34710734126469e-20 8.44926091912955e-34 4.181016336412e-30 8.59653237432396e-32 3.3210222871902e-31 5.52534126052275e-31 7.50277213949439e-30 4.79709021779935e-32 1.71411528229748e-33 2.66432250871319e-31 1.09912963993924e-33 2.69290266093072e-29 2.13438507606198e-34 1.32327065103816e-31 3.47828708400662e-34 2.55362480315753e-32 1.98350830033223e-32 1.9218384562611e-32 4.43848033641378e-28 2.88486291782996e-30 1.73469178578609e-40 1.8890365235104e-32 1.01200538541342e-31 1.95240360483286e-29 1.24125775133608e-21 2.37576112597338e-32 3.36390190740077e-31 3.92453525078374e-31 3.31137771215777e-32 1.44408257170249e-32 1.45771005622283e-34 3.87075298034177e-32 1.8775736875537e-32 2.56886501164808e-31 2.99430046736448e-30 5.75518207895895e-32 1.19857649233863e-30 1.36241149528997e-15 1.00013897374625e-31 8.56429780302885e-32 6.36934516883916e-31 2.47007160971646e-31
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides" 3.6622234436705e-12 1.95481128032876e-12 4.41986369761621e-12 0.642889906331806 5.32317648935872e-11 1.34710734126469e-20 1 1.27140148565484e-13 1.27818201212259e-07 4.48862962570169e-12 1.52613865152606e-12 5.340762896669e-10 3.07905302385011e-10 4.36739688472663e-12 7.98967417798308e-15 1.2651924099954e-11 1.04825193400273e-15 2.33876319573479e-09 8.22354235642583e-18 2.66255062800794e-12 1.07807334593633e-12 9.37695595705012e-12 5.63838599620826e-11 1.33439571382487e-12 0.000123172596319361 6.85705793937184e-07 4.87214889374264e-26 1.52840516501363e-15 3.28512036597697e-12 1.72327130534183e-05 0.218089840889315 2.02076267398425e-12 3.67352142750513e-09 3.60468089886288e-10 4.52504847347099e-12 1.88015453638802e-14 5.1457861763835e-16 9.29489019197125e-13 1.95176696139229e-14 1.17500975099508e-11 9.68104180953829e-08 5.83381167678641e-12 6.40648534725583e-17 0.00530272908384197 3.79170123669957e-13 4.55213927620392e-12 8.39861653061464e-11 7.04823936345331e-08
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella" 0.000874980709457742 0.0105988834523926 0.000852272829993436 0.00425393119498615 0.000174124092808654 8.44926091912955e-34 1.27140148565484e-13 1 0.000372685365774327 0.00392290946131401 0.00733083083567788 0.000537729490443358 0.0240424635716133 0.000728760666175152 0.0987344184741244 0.00215798339264 0.0737759243183689 0.0199636095658495 0.00013895882905418 0.0020637639686237 0.45561767974449 0.0306736255210003 0.000173056442415646 0.0301794300550324 2.12361790494104e-06 0.0316326647453149 2.38830968959872e-08 0.361524947484334 0.00894898830916124 1.0722002661226e-08 3.72217107348724e-05 0.00586468704548853 9.22358198989247e-06 8.61502993525881e-06 0.000640809632124666 0.352699439296153 0.102789413938743 0.00222040225222961 0.0447516923111569 0.000368502018461701 2.95987954060554e-07 0.000334489122854938 2.55035923088347e-05 0.737179025098335 0.0367908441663657 0.00186086292477057 0.00545675061871895 0.00555539671951292
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__" 0.14824470659207 0.0424600634788601 0.165762151598329 0.101544401010174 0.480020582916201 4.181016336412e-30 1.27818201212259e-07 0.000372685365774327 1 0.0900738756635946 0.0439364963982063 0.374306814957399 0.128462048071156 0.167438702234563 0.00219622595666426 0.158658690140083 4.38413817895016e-07 0.231482690853154 4.16080313209105e-10 0.117998601817542 0.000161907446364132 0.0315887316680664 0.222833983673792 0.0273652729381486 0.163448304915782 0.418505259320187 1.55116150305112e-15 0.000145077488817268 0.0513772793147539 0.0539934328924065 0.0273032748025808 0.0569910241597639 0.973628762943373 0.576948639498204 0.183609869868024 5.95120829437515e-05 1.75325733025279e-06 0.0822062193643724 0.00405552156255734 0.246561743345672 0.250580698454568 0.257219278498378 1.50501434035257e-09 0.402840745054531 0.0220511980230337 0.129206133403294 0.188536882683918 0.598988776214658
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus" 0.316012113163797 0.564680713084241 0.288472238492758 0.0297013966258661 0.0208515243258275 8.59653237432396e-32 4.48862962570169e-12 0.00392290946131401 0.0900738756635946 1 0.633061599175529 0.144665680126001 0.744411021894912 0.245284930099695 0.0144340629370795 0.809777481119278 9.39786753660977e-06 0.950290700524376 3.88840741038303e-09 0.867765109785176 0.0014282974504935 0.390584991978382 0.309511393385862 0.321395762003688 0.00214814823656649 0.826495446201361 1.29556878618931e-15 0.000411079235689634 0.65438076674827 1.13689595517015e-07 0.00444991531754513 0.789591097767789 0.0300152404753539 0.0214287635747935 0.204310545321221 0.000158613774876753 7.75230355943619e-06 0.887788836796311 0.0217168136880906 0.15338803401467 2.12794545748627e-05 0.075787567407909 5.80434474393106e-09 0.636985536366752 0.206022065233279 0.620227370487983 0.826598923704741 0.416214901145413
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus" 0.0990679790700526 0.695211077184387 0.0883339529137066 0.0274671027960034 0.00400710032464416 3.3210222871902e-31 1.52613865152606e-12 0.00733083083567788 0.0439364963982063 0.633061599175529 1 0.0632292532835748 0.947034875083453 0.0727742742321057 0.0423420569885313 0.520050811138933 2.73345185250384e-05 0.78121517171179 1.03832861208631e-08 0.443511450383621 0.00293655935619831 0.460797759084262 0.191584165907844 0.473871881505313 0.00123697907633244 0.836360973376204 5.28311807429117e-15 0.00161236924886018 0.784878291910739 2.57410963480001e-08 0.00649131203993974 0.912426513507845 0.0139371015348732 0.00866587265815612 0.0520127419798883 0.000194689276895337 1.46781982020447e-05 0.460207329999935 0.0296234134806147 0.0456968091642037 4.9955064376663e-06 0.0161621746920479 3.94144593261251e-09 0.847637375014761 0.369553791154763 0.308698278559676 0.591700218797185 0.328791737722901
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus" 0.304340134974578 0.0641129880741485 0.359401049338488 0.0589814157166434 0.895624182326698 5.52534126052275e-31 5.340762896669e-10 0.000537729490443358 0.374306814957399 0.144665680126001 0.0632292532835748 1 0.194031465744472 0.365033328323108 0.00104062325158625 0.270120885582449 1.01772139090592e-06 0.447169663302906 4.95706176684758e-10 0.249755307879082 0.000547914704574466 0.0683419503416377 0.852980729051137 0.0456635431950434 0.0213326820701759 0.832821357368864 6.4250740932343e-17 2.61738492488959e-05 0.090268557086243 0.000511960514970372 0.00995985007965532 0.14478981522781 0.402021861232818 0.657607458148437 0.42384054271536 5.90928154795531e-06 1.29127794962062e-06 0.11967616259132 0.00145659054595926 0.542654355382093 0.0111622043532924 0.665929021009055 1.53814440085047e-09 0.460461949340446 0.0183207471610675 0.248374861798511 0.377700134832399 0.89575479685934
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus" 0.442397016725823 0.940009610352498 0.391448292191644 0.0279671699254437 0.152450091252016 7.50277213949439e-30 3.07905302385011e-10 0.0240424635716133 0.128462048071156 0.744411021894912 0.947034875083453 0.194031465744472 1 0.398216670596002 0.242196227445858 0.65388246037341 0.000141809032297053 0.782154247289589 1.7511576843961e-08 0.621382781783392 0.00929737428894616 0.65383230784305 0.400456477186346 0.704945560504268 0.00498086739676591 0.704590976983143 1.42641384785657e-13 0.0199984178531142 0.987928893673918 0.000251560987224668 0.00585066501470878 0.881686499458094 0.117949523054778 0.0946360578194817 0.368572647490432 0.000216035271714876 0.000158295155467296 0.684102810784215 0.306793853700257 0.306281168455143 0.00476996439110271 0.263825492015202 1.28762912078626e-08 0.683890455123543 0.569236201492999 0.531493329988041 0.650180413247039 0.386952186345741
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter" 0.52164569042237 0.109219285812765 0.93823496566263 0.0403794744840779 0.0120407057908284 4.79709021779935e-32 4.36739688472663e-12 0.000728760666175152 0.167438702234563 0.245284930099695 0.0727742742321057 0.365033328323108 0.398216670596002 1 0.000101950256941956 0.476629221224699 1.77792895392748e-06 0.71059807199906 7.74942352607939e-10 0.41657246002163 0.000489020919941136 0.109019976942292 0.636296808247385 0.0556898746477104 0.00298396076365166 0.969073793377797 8.60802095323649e-17 5.47555294109902e-07 0.154874530875853 6.24930138525553e-09 0.00596130879203227 0.181474901060348 0.0481891173606487 0.0383580745443978 0.672344904108282 2.38602912297436e-05 1.00962701096274e-06 0.0308378186283682 2.30193425435435e-06 0.449002562551672 7.37527667888032e-06 0.0391601411001849 3.30643023342612e-09 0.556517313602543 0.0211110415055831 0.486603294470159 0.690883697636648 0.637072818317885
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__" 0.000191522046109485 0.0847115475593765 0.00024525796235402 0.0133452346400389 3.93013299201428e-06 1.71411528229748e-33 7.98967417798308e-15 0.0987344184741244 0.00219622595666426 0.0144340629370795 0.0423420569885313 0.00104062325158625 0.242196227445858 0.000101950256941956 1 0.00698124728280843 0.000538274514490661 0.167267535794426 1.96092916853371e-07 0.00247841719694366 0.0224193736386327 0.374810249594868 0.00126983313884965 0.299367980294974 5.05199846415772e-06 0.223713920215978 2.90021005504817e-13 0.209104937453144 0.0684615036526986 2.85980087299126e-12 0.000500509502365928 0.0334686387732379 5.2470229554323e-05 1.44439895091869e-05 7.87235607410935e-05 0.00734271313469494 0.00053683800603413 0.00246329804495194 0.547645990209665 9.46520731627223e-05 9.42378200109195e-10 1.31558567728822e-05 2.07411006524654e-07 0.886582267122421 0.345690754426252 0.00273513812078756 0.0481172028108244 0.0475167583139638
