"k__Bacteria;__;__;__;__;__" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium" "k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella" "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides" "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides" "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella" "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella" "k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__" "k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus" "k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]" "k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium" "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella" "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila" "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;__" "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__" "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus" "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter" "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas" "k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia"
"k__Bacteria;__;__;__;__;__" 1 0.00026898416481802 0.00189588675454599 0.000202818652091564 0.00446330270919703 1.89369575846568e-21 4.96586982971144e-19 0.397911004570192 0.000976801506140691 0.0204588574239735 5.53746661331456e-05 0.390472806988962 0.008102591379618 0.120678985338996 0.118415383320443 0.13557159415696 5.13840980875813e-08 0.0241082493713032 1.92499349793707e-11 0.24985575424684 0.00512931319592491 0.20646663935267 0.00359502895516272 0.427151036355806 0.000416089370278097 0.0816120610289832 0.000148162597761292 4.89211800596134e-05 0.492136894509235 0.000268127610283955 0.000439548146465833 0.887308499230015 0.0673442091717547 0.00968450554772628 0.747674293304292 2.8391830031449e-06 0.368077795916993 2.85508500268428e-05 0.00355218204560526 0.0164875413685817 1.23433963529543e-06 2.09766770149038e-05 4.16533474378866e-11 0.0336209841174429 0.234207283626955 9.38633538005718e-06 0.114596340351032 0.0269987760842907
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces" 0.00026898416481802 1 0.490977199646662 0.00012224140268821 1.34474581125105e-07 1.45982758392725e-22 8.98086437006324e-23 0.00196688446149883 9.6282034812519e-07 0.168234392811529 0.0493964654018593 0.0280610237877581 0.0136840952540076 1.09138994471655e-05 0.430176991838563 0.00169432930666465 7.47405055223638e-06 0.392791673444201 1.03971820042403e-08 0.0433306614566038 0.00724130360447917 0.0475875608315487 0.00127005036541825 0.736361602133826 2.67139137020889e-05 0.0148355477150761 9.14895585335529e-05 4.73200624917514e-05 0.0782823743221233 2.03122938979364e-05 3.83404799469017e-05 0.58241914821521 0.0234650005080939 7.2680122880029e-08 0.000259438968353004 1.7578254102979e-05 0.506634227175057 0.633490025065642 0.14994725695326 0.0504955553720183 8.9491649239324e-10 6.59649348150655e-10 1.21904708549891e-10 0.0869336790196529 0.620248868600112 0.957658591104587 0.00216553096416924 2.60996672243058e-06
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia" 0.00189588675454599 0.490977199646662 1 0.000100387118811303 2.94994583270227e-07 4.35660611211032e-22 5.38343560058609e-22 0.0200159578794441 3.49608308461504e-05 0.956504862901866 0.0449703658851861 0.245647565950201 0.00784542476504035 0.000200641156189944 0.152128836520978 0.00924460716562598 2.28243356505953e-05 0.14300248307786 1.25637034109616e-09 0.08096095236156 0.00778248378548296 0.100960477328738 0.000738387207993538 0.788780556841665 1.49443081352356e-05 0.019240794006356 9.69885313890639e-05 0.000223329194933175 0.548515112670227 7.95411647800924e-05 3.92618865497162e-05 0.70692604048651 0.0287903000003273 7.73391390356224e-07 0.000747786486673276 1.17619742461272e-05 0.618398371029134 0.275287253061977 0.0995182717635135 0.309927366307881 1.65911053861642e-08 3.71746252508863e-08 3.47197826044976e-11 0.0807482614910491 0.916622418928275 0.200577862937406 0.00590835058239502 0.000136301126138757
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium" 0.000202818652091564 0.00012224140268821 0.000100387118811303 1 8.70731991398088e-05 3.45789967663066e-10 0.730271827435184 6.38893149249586e-05 0.0166658058864235 7.18725315440594e-05 3.39042615711271e-05 0.000184858634254548 0.000141340582090921 0.000230019520313762 3.58528995645369e-05 0.000497392949358799 1.88235232356782e-06 0.000637224096465827 1.33333575291772e-08 0.000255436074171556 2.42989531682447e-05 0.000305458368000222 0.00266386961610343 2.16662250716038e-05 0.104607005143834 0.0181856213365734 2.65671107335663e-09 2.44109417077976e-05 0.000521964225477012 0.155497493523698 0.802397365181915 0.000107623431720993 0.031270276833399 0.00273982945972051 0.000114691593888105 8.13479386296834e-07 1.9600910872164e-07 4.24499088040875e-05 2.74816156229374e-05 8.89625281781381e-05 0.00651340501092901 0.00042522795957578 2.09404665385549e-07 8.69602375381806e-05 0.000458320805517776 0.000134259708697959 0.000170203500985178 0.0030734030867603
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella" 0.00446330270919703 1.34474581125105e-07 2.94994583270227e-07 8.70731991398088e-05 1 4.37391736833812e-21 6.01866595087512e-15 0.00068743793949988 0.336104307413934 1.54245594694569e-05 1.57544604029169e-08 0.00495522334189968 1.52409700397982e-05 0.228398824423463 0.000193867424044925 0.176683302717076 1.01514352479626e-11 0.00123802455143118 7.32747196252603e-15 0.406419313542595 0.000301872243430923 0.865326514602523 0.0751668032579392 0.00717779668052532 0.0229344130089238 0.980567784654526 1.15016535091605e-05 2.87096164619527e-07 0.00150952859695019 0.220402908177884 0.0461293228080579 0.211675008069851 0.844737107876984 0.944965925040934 0.194687463211229 6.95468014288991e-08 0.051624441047218 1.98638594461897e-09 9.74661729546966e-07 1.44242127109173e-05 0.000259591967231947 0.776386516327232 5.00044450291171e-13 0.00688558951910823 0.00101520882691974 2.93066571011025e-09 0.000554727805937238 0.949803024000099
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides" 1.89369575846568e-21 1.45982758392725e-22 4.35660611211032e-22 3.45789967663066e-10 4.37391736833812e-21 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides" 4.96586982971144e-19 8.98086437006324e-23 5.38343560058609e-22 0.730271827435184 6.01866595087512e-15 0 1 2.93098878501041e-14 4.05608879816555e-12 0 0 0 0 0 0 7.99360577730113e-15 0 6.66133814775094e-16 0 5.99520433297585e-15 1.54765089632747e-13 7.84418530130893e-10 1.75639858213117e-08 1.11022302462516e-15 0.000433738659689098 2.62095723790878e-07 0 0 0 4.70095831817119e-07 0.227168038239984 1.95399252334028e-14 1.1832266277878e-09 4.24082990946317e-11 0 0 8.88178419700125e-16 0 0 0 6.98561777312534e-08 0 0 5.30304467005749e-10 4.44089209850063e-15 0 0 2.09245953897153e-11
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella" 0.397911004570192 0.00196688446149883 0.0200159578794441 6.38893149249586e-05 0.00068743793949988 0 2.93098878501041e-14 1 0.000452223835901346 0.0816769025439288 0.000445856777098186 0.694219826545036 0.0109946368716964 0.329204367475364 0.118845562344536 0.00399695761315484 1.54840747712548e-06 0.0235833053000944 5.58801960259814e-09 0.369221257971508 0.0117431035721245 0.175960895561423 0.007478092316913 0.680402737461504 0.000731253078738579 0.0987880047702649 0.000201461332968833 0.000109115069231835 0.398581396725021 0.000421129252592831 0.0003353416727929 0.806403157938287 0.037444459687265 0.000646445917228307 0.836417658960868 3.01420689396981e-05 0.492723112153785 0.000230047699608216 0.0157021658410896 0.084705880533462 3.35660031123522e-06 0.000142981148512955 9.30691079759072e-11 0.0821075034333418 0.635220034365142 0.00361567229523763 0.486920765409494 0.00422441163860024
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__" 0.000976801506140691 9.6282034812519e-07 3.49608308461504e-05 0.0166658058864235 0.336104307413934 0 4.05608879816555e-12 0.000452223835901346 1 0.000167284080735852 9.34850226341766e-07 0.0346039406021093 6.83074247964655e-06 0.000754025380244494 2.11917071335499e-06 0.0103896010925555 8.43724423660319e-10 1.23093340320679e-05 1.23915988581302e-10 0.0502883008255521 0.00113329256958217 0.0794198180538912 0.139369975086528 0.0267832680961329 0.803112261489952 0.259833404838814 3.01350340015105e-07 6.7871169573408e-08 0.000564262870042409 0.981339003128853 0.0773574604691732 0.00890003474903023 0.416560011530695 0.30287728201615 0.0184428349467902 9.49755393220286e-07 0.00502775188154425 7.05870430173228e-06 8.54524940985257e-06 0.000663724038496349 0.122249847312038 0.565402661819212 9.12132591679438e-11 0.0116927733234424 0.00409492717025306 1.3462116201568e-05 0.00234779626958059 0.537368407211687
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus" 0.0204588574239735 0.168234392811529 0.956504862901866 7.18725315440594e-05 1.54245594694569e-05 0 0 0.0816769025439288 0.000167284080735852 1 0.0352353791986326 0.47769032791984 0.00876304539339778 0.00180257657338548 0.187902840996188 0.0138590725962129 4.00386665377894e-06 0.0762843521036956 3.11955283827103e-09 0.0912059101306122 0.0110592547997195 0.156578573481781 0.00149974683294083 0.696378026473531 0.000293371451708692 0.0197895488922876 0.000304762059988528 6.94296770895608e-05 0.584486359332132 3.40132040940238e-05 0.000101022902130887 0.721825554169083 0.0202250781749733 0.000102414119636692 0.00818600929205022 4.94710984089153e-05 0.543544337024366 0.112457063557999 0.108648798200079 0.685483493102181 1.58980272320135e-07 1.77053602497867e-06 1.66445968119433e-10 0.162073779582918 0.883488913038681 0.35737889591315 0.0786534934481741 0.000908315381571973
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus" 5.53746661331456e-05 0.0493964654018593 0.0449703658851861 3.39042615711271e-05 1.57544604029169e-08 0 0 0.000445856777098186 9.34850226341766e-07 0.0352353791986326 1 1.7152500510581e-05 0.339709201007548 1.24745768455057e-05 0.933558235859203 0.00243454367387514 0.00200291390201679 0.819527576258882 1.53638094579911e-06 0.0149041240229947 0.0108748220780686 0.0856687983870855 6.10840404367927e-05 0.462057270087128 9.25741467801882e-06 0.00371103908561077 0.000132333034195797 0.00100208937124702 0.018892018173323 1.10274151999664e-06 7.37366724348436e-06 0.373188654221409 0.00349925644070425 8.87399258461091e-07 8.95701259230125e-05 7.46604317474198e-05 0.539059523693302 0.208718278568871 0.196578507755526 0.00397978603491273 3.84692864800911e-09 1.7790622699006e-09 8.98583651931517e-10 0.136817136141373 0.249294976110871 0.0211026638420081 0.000152483877984471 4.67790220865557e-07
